STORE,CITY,STATE,ZIP,MSA_NAME,MSA_POP,LATITUDE,LONGITUDE,LONGITUDE_CORR,MSA_INCOME,MSA_HIGH,MSA_BACH
9303,LOUISVILLE,KY,40216,LOUISVILLE-JEFFERSON COUNTY,1233735,38.188886,85.83137,-85.83137,34100,76.1,21.3
9002,NEW ORLEANS,LA,70127,NEW ORLEANS-METAIRIE-KENNER,1030363,30.033475,89.97736,-89.97736,20722,77.7,22.6
8304,TULSA,OK,74134,TULSA,905755,36.114797,95.82105,-95.82105,33920,83.7,23.2
7902,OXFORD,AL,36203,ANNISTON-OXFORD,113103,33.591301,85.83571,-85.83571,27820,73.9,15.2
2809,ST GEORGE,UT,84790,ST. GEORGE,133791,37.075039,113.55568,-113.55568,22299,87.8,22
3103,WICHITA,KS,67209,WICHITA,596452,37.67129,97.4372,-97.4372,33368,83.8,25.3
9302,BATON ROUGE,LA,70836,BATON ROUGE,770037,30.388292,91.08631,-91.08631,31630,81.9,24.9
1502,FT MYERS,FL,33901,CAPE CORAL-FORT MYERS,590564,26.62365,81.8727,-81.8727,34059,82.3,21.1
3307,AUSTIN,TX,78746,AUSTIN-ROUND ROCK,1598161,30.287739,97.8022,-97.8022,34005,84.8,36.7
3009,MURRAY,UT,84107,SALT LAKE CITY,1099973,40.659997,111.88394,-111.88394,33279,87.5,26.5
9609,LONGMONT,CO,80501,BOULDER,290262,40.171484,105.10033,-105.10033,45944,92.8,52.4
8404,TULSA,OK,74133,TULSA,905755,36.04309,95.88417,-95.88417,33920,83.7,23.2
9604,MIDWEST CITY,OK,73110,OKLAHOMA CITY,1192989,35.459478,97.39721,-97.39721,31630,83.6,24.4
303,ST. ANN,MO,63074,ST. LOUIS,2803707,38.727184,90.38551,-90.38551,36174,81.5,16.9
9704,SHAWNEE,OK,74804,OK NONMETROPOLITAN AREA,28692,35.375188,96.93162,-96.93162,27659,77.8,18.5
1102,BRADENTON,FL,34205,SARASOTA-BRADENTON-VENICE,687181,27.485617,82.58294,-82.58294,40112,84.7,24.6
9603,LOUISVILLE,KY,40219,LOUISVILLE-JEFFERSON COUNTY,1233735,38.141638,85.68218,-85.68218,34100,76.1,21.3
5004,CHARLOTTE,NC,28211,CHARLOTTE-GASTONIA-CONCORD,1651568,35.170094,80.79857,-80.79857,36151,80.8,27.1
5704,AUGUSTA,GA,30909,AUGUSTA-RICHMOND COUNTY,528519,33.475936,82.0697,-82.0697,28105,80.1,22.1
2504,FRANKLIN,TN,37067,NASHVILLE-MURFREESBORO-FRANKLIN,1521437,35.921811,86.7952,-86.7952,36445,81.4,26.9
5904,AIKEN,SC,29803,AUGUSTA-RICHMOND COUNTY,528519,33.486049,81.70946,-81.70946,28105,76.8,18.8
5504,PINEVILLE,NC,28134,CHARLOTTE-GASTONIA-CONCORD,1651568,35.086017,80.89034,-80.89034,36151,80.8,27.1
1202,SARASOTA,FL,34239,SARASOTA-BRADENTON-VENICE,687181,27.310924,82.5213,-82.5213,40112,84.7,24.6
3109,OGDEN,UT,84405,OGDEN-CLEARFIELD,518349,41.165551,111.9675,-111.9675,28208,87.5,26.5
9103,LOUISVILLE,KY,40207,LOUISVILLE-JEFFERSON COUNTY,1233735,38.257489,85.65134,-85.65134,34100,76.1,21.3
407,FT. WORTH,TX,76132,DALLAS-FORT WORTH-ARLINGTON,6145037,32.670345,97.4143,-97.4143,37075,79.9,28.4
4402,VERO BEACH,FL,32966,SEBASTIAN-VERO BEACH,131837,27.645377,80.51468,-80.51468,41560,85,32
7904,RICHMOND,VA,23235,RICHMOND,1212977,37.522514,77.56565,-77.56565,37169,82.6,29.2
307,IRVING,TX,75062,DALLAS-FORT WORTH-ARLINGTON,6145037,32.846645,96.96733,-96.96733,37075,79.9,28.4
8709,BROOMFIELD,CO,80021,DENVER-AURORA,2464866,39.881608,105.09953,-105.09953,42574,86.4,34.2
202,TAMPA,FL,33612,TAMPA-ST. PETERSBURG-CLEARWATER,2723949,28.048595,82.45171,-82.45171,33008,81.5,21.7
3902,SPANISH FORT,AL,36527,AL NONMETROPOLITAN AREA,5797,30.684873,87.89723,-87.89723,56099,91.9,39.1
8802,HAMMOND,LA,70403,LA NONMETROPOLITAN AREA,17639,30.484785,90.4762,-90.4762,26047,70.9,25.8
3004,CHATTANOOGA,TN,37421,CHATTANOOGA,514568,35.028574,85.15939,-85.15939,31113,79.4,22.7
6503,BEACHWOOD,OH,44122,CLEVELAND-ELYRIA-MENTOR,2096471,41.472881,81.52209,-81.52209,35542,82.9,23.3
5202,PLANTATION,FL,33388,MIAMI-FORT LAUDERDALE-POMPANO BEACH,5413212,26.120714,80.25326,-80.25326,36293,73.9,22.9
604,JONESBORO,AR,72401,JONESBORO,116402,35.844795,90.68443,-90.68443,25113,77.3,20.9
2807,HARLINGEN,TX,78552,BROWNSVILLE-HARLINGEN,387210,26.195591,97.75321,-97.75321,17374,55.2,13.4
9404,OKLAHOMA CITY,OK,73149,OKLAHOMA CITY,1192989,35.395362,97.49701,-97.49701,31630,83.6,24.4
4507,SAN ANGELO,TX,76904,SAN ANGELO,108085,31.344515,100.47217,-100.47217,28777,76.2,19.5
3603,TOPEKA,KS,66604,TOPEKA,228692,39.04045,95.71698,-95.71698,30629,85.9,25.3
7807,PASADENA,TX,77506,HOUSTON-SUGAR LAND-BAYTOWN,5628101,29.705678,95.20216,-95.20216,39052,76.4,26.5
7603,TOLEDO,OH,43623,TOLEDO,650955,41.707649,83.64363,-83.64363,31429,84.1,21.6
5703,CINCINNATI,OH,45249,CINCINNATI-MIDDLETOWN,2133678,39.278295,84.33049,-84.33049,35618,82.9,26.4
7204,CHESAPEAKE,VA,23320,VIRGINIA BEACH-NEWPORT NEWS,1658754,36.761698,76.24511,-76.24511,33316,84.8,23.9
7007,THE WOODLANDS,TX,77380,HOUSTON-SUGAR LAND-BAYTOWN,5628101,30.143485,95.46821,-95.46821,39052,76.4,26.5
9806,MABELVALE,AR,72103,LITTLE ROCK-NORTH LITTLE ROCK-CONWAY,666401,34.598551,92.38169,-92.38169,32399,83.5,24.8
1609,FLAGSTAFF,AZ,86004,FLAGSTAFF,127450,35.253002,111.44851,-111.44851,27881,83.8,29.9
209,SCOTTSDALE,AZ,85251,PHOENIX-MESA-SCOTTSDALE,4179427,33.494152,111.92079,-111.92079,32536,85.1,23.9
7804,GLEN ALLEN,VA,23060,RICHMOND,1212977,37.661647,77.52632,-77.52632,37169,82.6,29.2
6403,STRONGSVILLE,OH,44136,CLEVELAND-ELYRIA-MENTOR,2096471,41.312752,81.83197,-81.83197,35542,82.9,23.3
4903,MOLINE,IL,61265,DAVENPORT-MOLINE-ROCK ISLAND,376160,41.490333,90.50006,-90.50006,32280,82.6,17.1
3402,GAINESVILLE,FL,32605,GAINESVILLE,257099,29.676006,82.36889,-82.36889,28986,88.1,38.7
1007,PLANO,TX,75075,DALLAS-FORT WORTH-ARLINGTON,6145037,33.024721,96.74038,-96.74038,37075,79.9,28.4
5502,WEST PALM BEACH,FL,33401,MIAMI-FORT LAUDERDALE-POMPANO BEACH,5413212,26.711192,80.06043,-80.06043,36293,73.9,22.9
3809,HELENA,MT,59601,MT NONMETROPOLITAN AREA,25780,46.588803,112.04193,-112.04193,25780,92.7,39.8
2702,ORLANDO,FL,32803,ORLANDO-KISSIMMEE,2032496,28.557579,81.35244,-81.35244,31112,82.8,24.8
4907,TYLER,TX,75703,TYLER,198705,32.264365,95.31347,-95.31347,31258,80.2,22.5
4003,WEST DES MOINES,IA,50266,DES MOINES-WEST DES MOINES,546599,41.581181,93.78287,-93.78287,37668,88.6,28.7
8703,LEXINGTON,KY,40503,LEXINGTON-FAYETTE,447173,38.007898,84.53452,-84.53452,33821,85.8,35.6
2604,CLARKSVILLE,TN,37040,CLARKSVILLE,261816,36.528448,87.34142,-87.34142,29882,84.3,19.3
2309,FARMINGTON,NM,87402,FARMINGTON,122427,36.785816,108.14505,-108.14505,23230,83.6,19.7
103,ST LOUIS,MO,63117,ST. LOUIS,2803707,38.628402,90.32636,-90.32636,36174,81.5,16.9
1404,VICKSBURG,MS,39180,MS NONMETROPOLITAN AREA,26407,32.292761,90.87184,-90.87184,28466,73.6,19.1
1302,SARASOTA,FL,34238,SARASOTA-BRADENTON-VENICE,687181,27.240571,82.47836,-82.47836,40112,84.7,24.6
1009,YUMA,AZ,85365,YUMA,190557,32.700018,114.52671,-114.52671,20424,65.8,11.8
7103,AKRON,OH,44333,AKRON,699356,41.144661,81.61948,-81.61948,33709,85.7,24.3
5203,CINCINNATI,OH,45246,CINCINNATI-MIDDLETOWN,2133678,39.288558,84.47383,-84.47383,35618,82.9,26.4
1807,PLANO,TX,75093,DALLAS-FORT WORTH-ARLINGTON,6145037,33.03505,96.80492,-96.80492,37075,79.9,28.4
403,FLORISSANT,MO,63034,ST. LOUIS,2803707,38.832863,90.29051,-90.29051,36174,81.5,16.9
7404,NEWPORT NEWS,VA,23602,VIRGINIA BEACH-NEWPORT NEWS,1658754,37.115698,76.5183,-76.5183,33316,84.8,23.9
3507,CEDAR PARK,TX,78613,AUSTIN-ROUND ROCK,1598161,30.501272,97.83087,-97.83087,34005,84.8,36.7
7704,RICHMOND,VA,23235,RICHMOND,1212977,37.522514,77.56565,-77.56565,37169,82.6,29.2
809,CHANDLER,AZ,85226,PHOENIX-MESA-SCOTTSDALE,4179427,33.312208,111.93177,-111.93177,32536,85.1,23.9
5204,GASTONIA,NC,28054,CHARLOTTE-GASTONIA-CONCORD,1651568,35.263287,81.15312,-81.15312,36151,80.8,27.1
7003,ASHTABULA,OH,44004,OH NONMETROPOLITAN AREA,20962,41.871212,80.79178,-80.79178,20963,78,10.4
1307,SHERMAN,TX,75090,SHERMAN-DENISON,118675,33.632806,96.59106,-96.59106,25810,80.2,17.2
8602,GRETNA,LA,70053,NEW ORLEANS-METAIRIE-KENNER,1030363,29.915355,90.05335,-90.05335,20722,77.7,22.6
503,ST. LOUIS,MO,63129,ST. LOUIS,2803707,38.469953,90.32161,-90.32161,36174,81.5,16.9
3302,JACKSONVILLE,FL,32256,JACKSONVILLE,40487,30.206922,81.54604,-81.54604,33732,83.6,22.9
3602,MERRITT ISLAND,FL,32952,PALM BAY-MELBOURNE-TITUSVILLE,536161,28.350373,80.6691,-80.6691,31359,86.3,23.6
309,PHOENIX,AZ,85051,PHOENIX-MESA-SCOTTSDALE,4179427,33.559783,112.13361,-112.13361,32536,85.1,23.9
8102,LAFAYETTE,LA,70503,LAFAYETTE,256494,30.185867,92.04706,-92.04706,31180,71.3,17.5
6703,NORTH OLMSTED,OH,44070,CLEVELAND-ELYRIA-MENTOR,2096471,41.415097,81.91436,-81.91436,35542,82.9,23.3
6804,COLUMBIA,SC,29223,COLUMBIA,716030,34.084069,80.93286,-80.93286,30927,84.3,29.2
4302,TALLAHASSEE,FL,32301,TALLAHASSEE,352319,30.431283,84.26903,-84.26903,29026,85.9,36.7
1702,LAKE WALES,FL,33859,LAKELAND,574746,27.894622,81.52824,-81.52824,27938,74.8,14.9
2104,NASHVILLE,TN,37215,NASHVILLE-MURFREESBORO-FRANKLIN,1521437,36.098408,86.82522,-86.82522,36445,81.4,26.9
3504,MONROE,LA,71203,MONROE,172275,32.547067,92.04384,-92.04384,27723,78.6,22.7
7002,TUSCALOOSA,AL,35405,TUSCALOOSA,205218,33.149246,87.52303,-87.52303,29408,78.8,24
4107,CLOVIS,NM,88101,NM NONMETROPOLITAN AREA,42213,34.432846,103.22589,-103.22589,28878,77.5,15.7
4403,LINCOLN,NE,68505,LINCOLN,292219,40.82655,96.62564,-96.62564,33612,90.5,32.6
2409,EL PASO,TX,79925,EL PASO,734669,31.782408,106.36353,-106.36353,22775,65.8,16.6
2207,SAN ANTONIO,TX,78247,SAN ANTONIO,1990675,29.581304,98.40889,-98.40889,30109,76.2,19.5
3304,BOSSIER CITY,LA,71111,SHREVEPORT-BOSSIER CITY,387583,32.552315,93.70836,-93.70836,30527,78.9,19.1
404,PINE BLUFF,AR,71601,PINE BLUFF,101484,34.215648,91.98841,-91.98841,23526,74.8,15.7
2402,SANFORD,FL,32771,ORLANDO-KISSIMMEE,2032496,28.803979,81.28761,-81.28761,31112,82.8,24.8
3607,COLLEGE STATION,TX,77840,COLLEGE STATION-BRYAN,203371,30.614647,96.32641,-96.32641,24933,81.3,37
4203,COUNCIL BLUFFS,IA,51503,OMAHA-COUNCIL BLUFFS,829890,41.2544,95.79062,-95.79062,37373,84,15
8209,AURORA,CO,80012,DENVER-AURORA,2464866,39.698387,104.83956,-104.83956,42574,86.4,34.2
2707,MCALLEN,TX,78501,MCALLEN-EDINBURG-MISSION,710514,26.213105,98.23579,-98.23579,16022,50.5,12.9
8403,PADUCAH,KY,42001,KY NONMETROPOLITAN AREA,26307,37.066543,88.65687,-88.65687,26137,76.6,18.6
8007,HUMBLE,TX,77338,HOUSTON-SUGAR LAND-BAYTOWN,5628101,30.005691,95.28488,-95.28488,39052,76.4,26.5
6109,PALMDALE,CA,93551,LOS ANGELES-LONG BEACH-SANTA ANA,12875587,34.606146,118.18495,-118.18495,36917,73,24.4
3804,ASHEBORO,NC,27203,GREENSBORO-HIGH POINT,698497,35.686122,79.82919,-79.82919,30909,78.6,22.9
3403,SALINA,KS,67401,KS NONMETROPOLITAN AREA,46140,38.827875,97.61553,-97.61553,46140,86.1,20.3
8604,MUSKOGEE,OK,74401,OK NONMETROPOLITAN AREA,38310,35.739681,95.40711,-95.40711,26418,75.3,17.5
4202,PENSACOLA,FL,32504,PENSACOLA-FERRY PASS-BRENT,453451,30.48787,87.18937,-87.18937,27701,83,21.5
4503,GRAND ISLAND,NE,68803,NE NONMETROPOLITAN AREA,42940,40.916866,98.38749,-98.38749,36044,81.2,15.8
4504,WINSTON-SALEM,NC,27103,WINSTON-SALEM,463159,36.066545,80.30733,-80.30733,32345,78.6,22.9
6402,ATLANTA,GA,30346,ATLANTA-SANDY SPRINGS-MARIETTA,5278904,33.926753,84.33877,-84.33877,35009,84,32
8503,BOWLING GREEN,KY,42104,BOWLING GREEN,116001,36.930527,86.44751,-86.44751,27271,77.9,26.9
1403,SPRINGFIELD,MO,65804,SPRINGFIELD,420020,37.161299,93.2519,-93.2519,28075,82.8,23
8609,WESTMINSTER,CO,80030,DENVER-AURORA,2464866,39.830936,105.03736,-105.03736,42574,86.4,34.2
1704,NASHVILLE,TN,37211,NASHVILLE-MURFREESBORO-FRANKLIN,1521437,36.079259,86.72584,-86.72584,36445,81.4,26.9
9402,LAKE CHARLES,LA,70601,LAKE CHARLES,191926,30.226399,93.20496,-93.20496,24078,77,16.9
703,ST. LOUIS,MO,63126,ST. LOUIS,2803707,38.552303,90.37921,-90.37921,36174,81.5,16.9
1709,TUCSON,AZ,85711,TUCSON,967089,32.216326,110.88511,-110.88511,28481,83.4,26.7
8702,SLIDELL,LA,70460,NEW ORLEANS-METAIRIE-KENNER,1030363,30.298048,89.81176,-89.81176,20722,77.7,22.6
2609,EL PASO,TX,79912,EL PASO,734669,31.848055,106.54487,-106.54487,22775,65.8,16.6
2007,SAN ANTONIO,TX,78216,SAN ANTONIO,1990675,29.528515,98.49219,-98.49219,30109,76.2,19.5
504,LITTLE ROCK,AR,72205,LITTLE ROCK-NORTH LITTLE ROCK-CONWAY,666401,34.752391,92.3355,-92.3355,32399,83.3,24.8
3007,WACO,TX,76710,WACO,228123,31.535916,97.18588,-97.18588,26733,76.6,19.1
5303,CINCINNATI,OH,45251,CINCINNATI-MIDDLETOWN,2133678,39.258124,84.58733,-84.58733,35618,82.9,26.4
8409,LITTLETON,CO,80123,DENVER-AURORA,2464866,39.616114,105.07393,-105.07393,42574,86.4,34.2
7202,MONTGOMERY,AL,36117,MONTGOMERY,365962,32.373714,86.16443,-86.16443,31083,79.6,24.7
4604,HICKORY,NC,28602,HICKORY-LENOIR-MORGANTON,360471,35.70701,81.3534,-81.3534,26879,70.3,13.6
909,MESA,AZ,85206,PHOENIX-MESA-SCOTTSDALE,4179427,33.400306,111.72452,-111.72452,32536,85.1,23.9
7503,NILES,OH,44446,YOUNGSTOWN-WARREN-BOARDMAN,570704,41.186257,80.75297,-80.75297,27720,82.1,15.1
4407,ABILENE,TX,79606,ABILENE,159343,32.360362,99.79886,-99.79886,27660,81.2,22.5
7502,COLUMBUS,GA,31909,COLUMBUS,282756,32.53554,84.92583,-84.92583,29661,79.4,20.6
6203,MENTOR,OH,44060,CLEVELAND-ELYRIA-MENTOR,2096471,41.688162,81.33378,-81.33378,35542,82.9,23.3
2407,SAN ANTONIO,TX,78205,SAN ANTONIO,1990675,29.425932,98.48931,-98.48931,30109,76.2,19.5
6104,CHARLESTON,SC,29407,CHARLESTON-NORTH CHARLESTON,630100,32.794841,80.005,-80.005,30514,81.3,25
9202,MERIDIAN,MS,39301,MS NONMETROPOLITAN AREA,38314,32.339004,88.6596,-88.6596,25045,72.3,17.6
1402,PORT CHARLOTTE,FL,33948,PUNTA GORDA,152814,26.984486,82.14859,-82.14859,27618,82.1,17.6
9104,ENID,OK,73703,OK NONMETROPOLITAN AREA,47045,36.402666,97.92836,-97.92836,32227,81.7,20
102,TAMPA,FL,33607,TAMPA-ST. PETERSBURG-CLEARWATER,2723949,27.963798,82.49537,-82.49537,33008,81.5,21.7
8902,HATTIESBURG,MS,39402,HATTIESBURG,138144,31.325437,89.37926,-89.37926,25073,83,26.8
707,DALLAS,TX,75240,DALLAS-FORT WORTH-ARLINGTON,6145037,32.938774,96.78543,-96.78543,37075,79.9,28.4
4102,MOBILE,AL,36606,MOBILE,404406,30.674057,88.10249,-88.10249,25227,78.2,19.9
1207,MESQUITE,TX,75150,DALLAS-FORT WORTH-ARLINGTON,6145037,32.818392,96.63355,-96.63355,37075,79.9,28.4
2509,LAS CRUCES,NM,88011,LAS CRUCES,198791,32.312506,106.70306,-106.70306,22706,70,22.3
9804,LAWTON,OK,73501,LAWTON,113811,34.608348,98.39414,-98.39414,27828,85.2,19.1
402,BRANDON,FL,33511,TAMPA-ST. PETERSBURG-CLEARWATER,2723949,27.911201,82.2948,-82.2948,33008,81.5,21.7
7507,HOUSTON,TX,77056,HOUSTON-SUGAR LAND-BAYTOWN,5628101,29.747328,95.46931,-95.46931,39052,76.4,26.5
4804,ASHEVILLE,NC,28805,ASHEVILLE,404320,35.599363,82.50007,-82.50007,28432,80.8,24.5
7402,DOTHAN,AL,36303,DOTHAN,139499,31.249042,85.40605,-85.40605,28255,77,16.9
2804,KNOXVILLE,TN,37919,KNOXVILLE,681525,35.922881,84.00384,-84.00384,31238,79.6,23.5
4703,WATERLOO,IA,50702,WATERLOO-CEDAR FALLS,163329,42.475886,92.33578,-92.33578,31331,86.5,23
3309,PROVO,UT,84601,PROVO-OREM,493306,40.230954,111.68006,-111.68006,21527,90,31.5
4803,DAVENPORT,IA,52806,DAVENPORT-MOLINE-ROCK ISLAND,376160,41.574581,90.60303,-90.60303,32280,86.3,24.9
6102,BUFORD,GA,30519,ATLANTA-SANDY SPRINGS-MARIETTA,5278904,34.089419,83.94701,-83.94701,35009,84,32
3702,MELBOURNE,FL,32904,PALM BAY-MELBOURNE-TITUSVILLE,536161,28.073891,80.67167,-80.67167,31359,86.3,23.6
2209,SANTA FE,NM,87505,SANTA FE,142955,35.616662,105.97926,-105.97926,35964,86,39.9
302,TAMPA,FL,33625,TAMPA-ST. PETERSBURG-CLEARWATER,2723949,28.069755,82.55734,-82.55734,33008,81.5,21.7
7307,HOUSTON,TX,77082,HOUSTON-SUGAR LAND-BAYTOWN,5628101,29.722704,95.6314,-95.6314,39052,76.4,26.5
3807,CORPUS CHRISTI,TX,78411,CORPUS CHRISTI,414376,27.733058,97.38542,-97.38542,28539,73.9,17.8
1107,LEWISVILLE,TX,75067,DALLAS-FORT WORTH-ARLINGTON,6145037,33.020118,97.00771,-97.00771,37075,79.9,28.4
8204,TULSA,OK,74135,TULSA,905755,36.101245,95.92475,-95.92475,33920,83.7,23.2
509,MESA,AZ,85202,PHOENIX-MESA-SCOTTSDALE,4179427,33.381097,111.8756,-111.8756,32536,85.1,23.9
5403,CINCINNATI,OH,45211,CINCINNATI-MIDDLETOWN,2133678,39.154159,84.60527,-84.60527,35618,82.9,26.4
6009,STOCKTON,CA,95207,STOCKTON,670990,38.004172,121.3237,-121.3237,26181,71.2,14.5
3107,TEMPLE,TX,76502,KILLEEN-TEMPLE-FORT HOOD,370008,31.086483,97.40076,-97.40076,28907,83.8,18.1
9309,COLORADO SPRINGS,CO,80909,COLORADO SPRINGS,609096,38.851493,104.77856,-104.77856,33521,91.3,31.8
4409,HENDERSON,NV,89014,LAS VEGAS-PARADISE,1836333,36.045811,115.0778,-115.0778,34890,79.4,17.2
